col1|col2|col3|col4|col5|col6|col7|col8|col9|col10|col11|col12|col13|col14|col15|col16|col17|col18|col19|col20|col21|col22|col23|col24|col25|col26|col27|col28
46|No|Non-Travel|Sales|260|2|Life Sciences|1|1801|2|Male|2|Sales Executive|2|7991|8|Y|15|3|3|80||6|3|3|2|2|2
29|No|Rarely|Human Resources|170|3|Other|1|1419|2|Male|2|Human Resources|1|7988|1|Y|13|3|1|80|||3|2|10|0|9
44|Yes|Rarely|Research & Development|150|3|Medical|1|1295|1|Female|3|Healthcare Representative|4|7978|1|Y|11|3|4|80||10|2|3|10|0|5
52|No|Rarely|Research & Development|30|3|Medical|1|543|4|Male|2|Manufacturing Director|3|7969|2|Y|14|3|3|80||28|4|3|5|0|4
40|No|Rarely|Research & Development|160|3|Life Sciences|1|1641|3|Female|3|Manufacturing Director|4|7945|6|Y|15|3|4|80||18|2|2|4|3|3
29|No|Frequently|Sales|10|1|Medical|1|312|2|Female|3|Sales Executive|4|7918|1|Y|14|3|4|80||11|5|3|11|4|1
48|No|Rarely|Research & Development|40|3|Life Sciences|1|1363|4|Male|3|Manufacturing Director|4|7898|1|Y|11|3|3|80||11|2|3|10|0|8
39|No|Rarely|Sales|20|5|Life Sciences|1|985|1|Male|4|Sales Executive|3|7880|0|Y|18|3|4|80|||3|3|8|0|7
44|No|Rarely|Research & Development|20|3|Life Sciences|1|1703|3|Female|4|Healthcare Representative|4|7879|1|Y|19|3|2|80||9|2|3|8|6|7
38|No|Rarely|Research & Development||3|Life Sciences|1|743|3|Female|3|Manufacturing Director|3|7861|4|Y|14|3|4|80||10|4|4|1|0|0
43|No|Rarely|Sales|20|3|Medical|1|1706|4|Male|3|Sales Executive|4|7847|1|Y|17|3|1|80|||3|3|10|8|8
35|No|Rarely|Sales|30|4|Life Sciences|1|984|4|Male|3|Sales Executive|4|7823|6|Y|13|3|2|80|10|12|2|3|10|0|8
36|No|Non-Travel|Research & Development|180|4|Life Sciences|1|1133|1|Male|3|Manufacturing Director|4|7779|2|Y|20|4|1|80||18|0|3|11|0|9
34|No|Frequently|Research & Development|30|1|Life Sciences|1|1103|1|Male|3|Healthcare Representative|4|7756|0|Y|17|3|3|80||7|1|2|6|0|4
38|No|Rarely|Research & Development|20|2|Medical|1|1638|4|Female|2|Manufacturing Director|3|7756|3|Y|19|3|4|80|10|10|6|4|5|0|2
33|No|Frequently|Research & Development||3|Life Sciences|1|692|3|Male|3|Healthcare Representative|4|7725|3|Y|23|4|3|80||15|2|1|13|4|7
28|No|Rarely|Research & Development|30|3|Medical|1|1121|4|Female|3|Manufacturing Director|2|7655|0|Y|17|3|2|80|30|10|3|2|9|1|7
49|Yes|Rarely|Sales|110|3|Marketing|1|840|3|Female|3|Sales Executive|4|7654|1|Y|18|3|1|80||9|3|4|9|7|7
36|No|Rarely|Sales|30|3|Medical|1|2024|1|Female|2|Sales Executive|4|7644|0|Y|19|3|3|80||10|2|3|9|3|4
37|No|Non-Travel|Sales|190|2|Medical|1|904|1|Male|3|Sales Executive|2|7642|1|Y|13|3|4|80||10|2|3|10|0|9
29|Yes|Rarely|Sales||3|Marketing|1|283|2|Female|3|Sales Executive|4|7639|1|Y|22|4|4|80||10|3|2|10|1|9
59|No|Rarely|Sales|250|3|Life Sciences|1|81|1|Female|3|Sales Executive|1|7637|7|Y|11|3|4|80||28|3|2|21|7|9
35|No|Rarely|Research & Development|160|3|Life Sciences|1|586|4|Male|3|Healthcare Representative|3|7632|4|Y|12|3|3|80||10|2|3|8|0|0
38|No|Rarely|Research & Development|10|4|Life Sciences|1|724|2|Female|4|Healthcare Representative|4|7625|0|Y|13|3|3|80||10|4|2|9|1|8
36|No|Rarely|Sales|20|2|Medical|1|513|2|Male|2|Sales Executive|3|7596|1|Y|13|3|2|80||10|2|3|10|9|0
36|No|Non-Travel|Sales|80|4|Life Sciences|1|789|1|Male|2|Sales Executive|1|7587|1|Y|15|3|2|80||10|1|3|10|0|9
29|Yes|Frequently|Research & Development|140|1|Other|1|1421|3|Female|3|Healthcare Representative|4|7553|0|Y|12|2|1|80||9|1|3|8|7|7
31|No|Rarely|Sales|70|3|Marketing|1|438|4|Male|3|Sales Executive|4|7547|4|Y|12|3|4|80||13|3|3|7|1|7
53|No|Frequently|Sales|20|3|Marketing|1|1050|3|Female|2|Sales Executive|2|7525|2|Y|12|3|1|80||30|2|3|15|6|12
43|No|Rarely|Research & Development|110|3|Life Sciences|1|1971|1|Male|3|Healthcare Representative|3|7510|1|Y|17|3|2|80||10|1|3|10|0|9
37|No|Rarely|Research & Development|10|3|Technical Degree|1|623|2|Female|3|Manufacturing Director|4|7491|4|Y|17|3|4|80||12|3|4|6|1|2
51|No|Frequently|Research & Development|10|4|Medical|1|145|1|Female|2|Healthcare Representative|1|7484|3|Y|20|4|3|80||23|1|2|13|12|8
40|No|Rarely|Sales|10|2|Medical|1|453|2|Male|1|Sales Executive|4|7457|2|Y|22|4|3|80||6|2|2|4|0|2
31|Yes|Frequently|Research & Development|10|5|Life Sciences|1|1459|3|Female|4|Manufacturing Director|2|7446|1|Y|11|3|1|80||10|2|3|10|4|7
45|No|Rarely|Research & Development|10|4|Technical Degree|1|1553|1|Male|3|Healthcare Representative|2|7441|1|Y|12|3|1|80||10|4|3|10|7|7
37|No|Rarely|Sales||3|Life Sciences|1|152|3|Male|3|Sales Executive|4|7428|2|Y|12|3|1|80||12|3|3|5|1|3
27|No|Rarely|Research & Development|10|2|Life Sciences|1|725|3|Female|3|Manufacturing Director|1|7412|1|Y|11|3|4|80||9|3|3|9|0|7
42|No|Rarely|Research & Development|240|3|Medical|1|605|4|Male|3|Manufacturing Director|1|7406|1|Y|21|4|4|80|||5|2|10|5|8
49|No|Rarely|Research & Development|80|2|Other|1|944|1|Female|3|Laboratory Technician|2|7403|4|Y|11|3|3|80||29|3|2|26|1|7
46|No|Rarely|Research & Development|20|4|Technical Degree|1|1228|4|Male|3|Manufacturing Director|4|7379|2|Y|11|3|3|80||12|3|2|6|1|4
38|No|Rarely|Sales||2|Marketing|1|1125|4|Male|3|Sales Executive|2|7351|7|Y|16|3|3|80||10|2|3|1|0|0
29|Yes|Rarely|Sales|230|1|Life Sciences|1|1165|4|Female|2|Sales Executive|1|7336|1|Y|13|3|1|80||11|3|1|11|3|10
46|Yes|Rarely|Sales|100|3|Life Sciences|1|1869|3|Female|3|Sales Executive|2|7314|5|Y|21|4|3|80||14|2|3|8|0|7
35|No|Rarely|Sales|10|5|Marketing|1|204|3|Male|3|Sales Executive|2|7295|1|Y|13|3|1|80|||3|3|10|0|6
30|No|Rarely|Sales|80|2|Other|1|982|3|Male|3|Sales Executive|3|7264|5|Y|11|3|1|80||10|2|4|8|7|7
56|No|Rarely|Research & Development|70|3|Life Sciences|1|112|4|Male|1|Manufacturing Director|4|7260|4|Y|11|3|1|80|||3|2|6|0|2
31|No|Rarely|Research & Development|70|4|Medical|1|462|3|Female|3|Manufacturing Director|4|7143|1|Y|14|3|3|80||11|2|2|11|4|10
30|No|Rarely|Sales|150|2|Marketing|1|1754|3|Male|2|Sales Executive|1|7140|2|Y|11|3|1|80||12|2|3|7|1|7
33|No|Rarely|Research & Development|50|3|Life Sciences|1|1099|4|Male|2|Healthcare Representative|4|7119|4|Y|15|3|3|80||9|2|3|3|1|2
33|No|Rarely|Sales|80|4|Marketing|1|677|3|Male|3|Sales Executive|3|7104|0|Y|12|3|4|80||6|3|3|5|1|2
36|No|Rarely|Research & Development|100|4|Technical Degree|1|1312|4|Female|3|Healthcare Representative|3|7094|3|Y|12|3|1|80||10|0|3|7|1|7
34|No|Rarely|Sales|10|3|Technical Degree|1|1535|4|Male|2|Sales Executive|3|7083|1|Y|14|3|4|80||10|3|3|10|8|6
41|No|Rarely|Sales|230|2|Life Sciences|1|1678|4|Male|3|Sales Executive|3|7082|3|Y|16|3|4|80||21|2|3|2|0|2
53|No|Rarely|Research & Development|240|4|Medical|1|1689|2|Male|4|Healthcare Representative|4|7005|3|Y|15|3|3|80||11|2|3|4|1|2
36|No|Rarely|Research & Development|20|4|Other|1|1847|4|Female|3|Research Scientist|2|6962|4|Y|22|4|4|80||15|2|3|1|0|0
33|No|Rarely|Research & Development|10|3|Life Sciences|1|969|2|Female|2|Healthcare Representative|4|6949|0|Y|14|3|1|80||6|3|3|5|1|4
31|No|Non-Travel|Sales|200|2|Marketing|1|947|4|Female|3|Sales Executive|3|6932|1|Y|13|3|4|80||9|2|2|9|0|0
29|No|Rarely|Sales|200|2|Marketing|1|349|4|Male|3|Sales Executive|4|6931|2|Y|14|3|4|80||10|2|3|3|0|2
31|No|Rarely|Sales|70|3|Technical Degree|1|416|2|Male|4|Sales Executive|4|6929|4|Y|11|3|2|80||10|3|2|8|7|7
38|No|Rarely|Sales|20|2|Life Sciences|1|1355|2|Female|3|Sales Executive|1|6893|3|Y|15|3|4|80||11|3|3|7|1|7
35|No|Rarely|Research & Development|270|4|Life Sciences|1|1728|4|Male|3|Manufacturing Director|3|6883|2|Y|16|3|2|80||17|3|3|7|0|7
30|No|Rarely|Research & Development|20|3|Medical|1|833|3|Female|2|Manufacturing Director|4|6877|5|Y|24|4|2|80|0|12|4|2|0|0|0
41|No|Rarely|Research & Development|50|3|Life Sciences|1|1814|2|Male|4|Healthcare Representative|2|6870|3|Y|12|3|1|80||11|3|1|3|1|2
38|No|Rarely|Sales|30|4|Life Sciences|1|1036|2|Male|3|Sales Executive|4|6861|8|Y|12|3|3|80|0|19|1|3|1|0|0
54|No|Rarely|Research & Development|70|4|Medical|1|1830|4|Female|3|Research Scientist|4|6854|4|Y|15|3|2|80||14|2|2|7|1|7
40|No|Rarely|Sales|100|3|Technical Degree|1|1239|2|Female|2|Sales Executive|2|6852|7|Y|12|3|2|80|10|7|2|4|5|1|3
36|No|Rarely|Research & Development|30|2|Life Sciences|1|1664|4|Male|4|Healthcare Representative|1|6842|6|Y|20|4|1|80||13|3|3|5|0|4
28|No|Frequently|Sales|10|2|Life Sciences|1|1927|3|Male|2|Sales Executive|4|6834|1|Y|12|3|3|80||7|2|3|7|0|7
31|No|Rarely|Research & Development|110|2|Medical|1|1251|3|Male|3|Healthcare Representative|1|6833|1|Y|12|3|4|80||6|2|2|6|0|1
42|No|Rarely|Sales||4|Marketing|1|35|3|Male|3|Sales Executive|2|6825|0|Y|11|3|4|80|10||2|3|9|4|2
36|No|Rarely|Sales|10|4|Life Sciences|1|1585|2|Female|3|Sales Executive|3|6815|6|Y|13|3|1|80||15|5|3|1|0|0
31|No|Rarely|Research & Development|240|3|Medical|1|1252|3|Female|2|Healthcare Representative|1|6812|1|Y|19|3|2|80|0|10|2|3|10|1|8
41|No|Non-Travel|Research & Development|20|4|Other|1|616|1|Female|2|Healthcare Representative|3|6811|2|Y|17|3|1|80|0|10|3|3|8|0|7
27|No|Rarely|Research & Development|70|3|Medical|1|764|4|Female|2|Healthcare Representative|1|6811|8|Y|19|3|1|80|0|9|2|1|7|0|7
49|No|Non-Travel|Research & Development|180|4|Life Sciences|1|275|4|Male|3|Manufacturing Director|4|6804|1|Y|15|3|1|80||7|0|3|7|1|7
43|No|Frequently|Sales|150|3|Life Sciences|1|754|4|Male|2|Sales Executive|4|6804|3|Y|18|3|3|80|10|7|5|3|2|2|2
34|No|Rarely|Sales|80|2|Technical Degree|1|1823|2|Male|4|Sales Executive|3|6799|1|Y|21|4|3|80|20|10|5|3|10|4|8
50|Yes|Frequently|Sales|80|2|Technical Degree|1|723|2|Male|3|Sales Executive|3|6796|3|Y|14|3|1|80|10|18|4|3|4|1|3
39|No|Non-Travel|Research & Development||3|Life Sciences|1|1132|3|Male|3|Laboratory Technician|2|6782|9|Y|15|3|3|80||9|2|2|5|0|3
42|No|Rarely|Research & Development|20|4|Other|1|477|1|Male|2|Healthcare Representative|4|6781|3|Y|23|4|2|80|0||6|3|1|0|0
57|No|Rarely|Research & Development|10|4|Medical|1|482|4|Male|3|Healthcare Representative|3|6755|2|Y|11|3|3|80||15|2|3|3|1|2
32|Yes|Rarely|Sales|10|2|Life Sciences|1|1734|1|Male|1|Sales Executive|2|6735|6|Y|15|2|2|80|0|10|2|3|0|0|0
50|Yes|Frequently|Sales|10|4|Life Sciences|1|2044|2|Male|3|Sales Executive|3|6728|7|Y|12|3|4|80||12|3|3|6|0|1
32|No|Rarely|Research & Development||4|Medical|1|966|3|Female|3|Manufacturing Director|1|6725|1|Y|12|3|3|80|||2|4|8|6|3
34|No|Rarely|Sales||3|Marketing|1|2035|4|Female|2|Sales Executive|3|6712|1|Y|21|4|4|80||8|2|3|8|1|7
30|Yes|Frequently|Sales|260|4|Marketing|1|299|3|Female|2|Sales Executive|1|6696|5|Y|15|3|3|80||9|5|2|6|0|1
37|No|Rarely|Sales|100|4|Life Sciences|1|1105|4|Female|2|Sales Executive|4|6694|2|Y|14|3|3|80|30|8|5|3|1|0|0
34|No|Rarely|Research & Development|20|4|Technical Degree|1|1383|3|Female|3|Healthcare Representative|4|6687|1|Y|11|3|4|80||14|2|4|14|4|11
28|No|Non-Travel|Research & Development|10|3|Life Sciences|1|1315|3|Female|1|Laboratory Technician|4|6674|0|Y|11|3|1|80||10|6|3|9|7|5
38|Yes|Rarely|Research & Development|290|1|Medical|1|282|2|Male|3|Healthcare Representative|1|6673|7|Y|19|3|2|80||17|2|3|1|0|0
32|No|Non-Travel|Research & Development|150|4|Medical|1|1955|3|Female|3|Healthcare Representative|4|6667|5|Y|18|3|2|80|10||6|3|5|1|2
36|No|Non-Travel|Sales|10|5|Medical|1|479|4|Female|3|Sales Executive|4|6653|4|Y|15|3|2|80|0|7|6|3|1|0|0
36|No|Rarely|Sales|110|4|Marketing|1|2045|2|Female|2|Sales Executive|4|6652|4|Y|13|3|1|80||8|2|2|6|0|0
49|No|Rarely|Research & Development|50|4|Technical Degree|1|1473|1|Male|3|Healthcare Representative|3|6651|2|Y|14|3|2|80|10|20|0|2|3|1|2
35|No|Rarely|Research & Development|60|4|Life Sciences|1|691|2|Male|1|Research Scientist|4|6646|1|Y|13|3|2|80|0|17|3|3|17|11|8
29|No|Rarely|Sales|20|3|Medical|1|366|1|Male|2|Sales Executive|2|6644|2|Y|19|3|2|80||10|2|3|0|0|0
45|No|Rarely|Sales|20|2|Technical Degree|1|783|2|Male|1|Sales Representative|3|6632|0|Y|13|3|1|80|0|9|3|3|8|3|1
29|No|Rarely|Research & Development|70|3|Life Sciences|1|1260|3|Male|3|Healthcare Representative|4|6623|1|Y|11|3|2|80||6|2|3|6|1|0
36|No|Rarely|Research & Development|140|1|Life Sciences|1|924|3|Male|3|Healthcare Representative|4|6586|0|Y|17|3|1|80||17|2|2|16|4|11
31|No|Rarely|Sales|100|2|Medical|1|1912|3|Female|3|Sales Executive|4|6583|2|Y|11|3|4|80||8|2|3|5|1|4
31|No|Rarely|Sales|20|1|Life Sciences|1|604|2|Male|3|Sales Executive|4|6582|4|Y|13|3|3|80||10|2|4|6|0|5
30|No|Rarely|Sales|100|3|Marketing|1|1179|3|Male|2|Sales Executive|3|6578|1|Y|18|3|1|80||10|3|3|10|1|4
30|No|Rarely|Sales|120|3|Technical Degree|1|533|2|Female|3|Sales Executive|3|6577|0|Y|11|3|2|80||6|6|3|5|4|4
49|No|Rarely|Research & Development|200|4|Medical|1|170|3|Female|3|Manufacturing Director|1|6567|1|Y|14|3|3|80||16|2|2|15|5|11
38|No|Rarely|Research & Development|20|4|Life Sciences|1|271|4|Male|3|Manufacturing Director|3|6553|9|Y|14|3|2|80||14|3|3|1|0|0
28|No|Rarely|Research & Development|290|1|Life Sciences|1|1514|3|Male|1|Manufacturing Director|2|6549|1|Y|14|3|2|80|||2|2|8|1|7
42|No|Rarely|Research & Development||2|Life Sciences|1|347|4|Female|4|Research Scientist|1|6545|3|Y|13|3|3|80|||1|3|3|0|2
35|No|Rarely|Research & Development|90|4|Life Sciences|1|496|3|Male|2|Healthcare Representative|2|6540|9|Y|19|3|3|80||10|5|3|1|0|0
34|No|Non-Travel|Sales|40|4|Marketing|1|523|3|Female|3|Sales Executive|3|6538|9|Y|15|3|1|80||6|3|3|3|1|2
32|No|Frequently|Sales|50|2|Life Sciences|1|889|2|Male|3|Sales Executive|2|6524|1|Y|14|3|4|80||10|3|3|10|5|3
40|No|Rarely|Research & Development|80|2|Life Sciences|1|1724|2|Female|3|Manufacturing Director|1|6516|2|Y|16|3|2|80||18|3|3|1|0|0
40|No|Rarely|Research & Development|10|3|Life Sciences|1|1822|3|Female|3|Healthcare Representative|4|6513|4|Y|17|3|4|80||12|3|3|5|0|3
37|No|Rarely|Sales|60|4|Medical|1|378|3|Male|3|Sales Executive|4|6502|4|Y|14|3|2|80||7|5|4|5|0|1
34|No|Rarely|Sales|80|2|Life Sciences|1|808|3|Female|3|Sales Executive|1|6500|5|Y|17|3|2|80||6|1|3|3|1|2
27|No|Rarely|Sales|20|2|Medical|1|1898|1|Female|4|Sales Executive|3|6500|0|Y|14|3|2|80||9|5|2|8|0|7
36|No|Frequently|Research & Development|110|3|Life Sciences|1|85|2|Male|2|Manufacturing Director|2|6499|1|Y|13|3|3|80||6|3|3|6|0|3
37|No|Rarely|Research & Development|10|3|Life Sciences|1|1196|4|Female|2|Manufacturing Director|4|6474|1|Y|13|3|2|80||14|2|2|14|3|11
39|No|Non-Travel|Research & Development|10|3|Life Sciences|1|1737|4|Male|3|Laboratory Technician|4|6472|1|Y|15|4|4|80||9|2|3|9|5|8
44|No|Rarely|Research & Development||4|Other|1|40|4|Male|3|Healthcare Representative|4|6465|2|Y|13|3|4|80||9|5|4|4|1|3
37|No|Rarely|Research & Development|10|4|Life Sciences|1|635|2|Female|3|Manufacturing Director|2|6447|6|Y|12|3|2|80||8|2|2|6|4|3
48|No|Rarely|Sales|160|4|Life Sciences|1|1557|3|Female|3|Sales Executive|3|6439|8|Y|14|3|3|80||18|2|3|8|7|7
45|No|Frequently|Research & Development|70|4|Life Sciences|1|341|1|Male|4|Manufacturing Director|3|6434|4|Y|17|3|4|80||9|1|3|3|0|2
41|No|Non-Travel|Human Resources|40|3|Human Resources|1|1722|3|Male|1|Human Resources|2|6430|6|Y|19|3|2|80|||4|3|3|1|2
31|No|Rarely|Human Resources|20|3|Human Resources|1|424|1|Male|2|Human Resources|1|6410|3|Y|12|3|4|80||9|1|3|2|1|0
26|No|Frequently|Research & Development|10|3|Life Sciences|1|384|3|Female|3|Manufacturing Director|2|6397|1|Y|20|4|1|80||6|6|1|6|1|4
47|Yes|Frequently|Sales|270|2|Life Sciences|1|785|2|Female|4|Sales Executive|3|6397|4|Y|12|3|4|80|||2|3|5|1|3
33|No|Rarely|Sales|80|4|Life Sciences|1|1560|1|Male|3|Sales Executive|1|6392|2|Y|13|3|4|80||8|6|1|2|2|2
39|No|Rarely|Human Resources|30|3|Human Resources|1|760|3|Female|4|Human Resources|2|6389|9|Y|15|3|3|80|10|12|3|1|8|3|6
33|No|Rarely|Research & Development|80|5|Life Sciences|1|1515|4|Male|3|Healthcare Representative|3|6388|2|Y|17|3|1|80|0|14|6|3|0|0|0
55|No|Frequently|Research & Development|180|4|Medical|1|1034|3|Male|3|Healthcare Representative|2|6385|3|Y|14|3|4|80||17|3|3|8|6|7
29|No|Rarely|Research & Development|290|1|Life Sciences|1|1859|4|Male|1|Healthcare Representative|3|6384|8|Y|17|3|4|80||11|3|3|7|1|6
40|Yes|Rarely|Sales|220|2|Marketing|1|492|3|Male|2|Sales Executive|3|6380|2|Y|12|3|1|80|20|8|6|3|6|1|0
40|No|Rarely|Research & Development|20|1|Medical|1|1375|2|Female|4|Healthcare Representative|3|6377|5|Y|20|4|2|80|30|15|0|3|12|11|8
27|No|Non-Travel|Sales|10|1|Marketing|1|449|3|Male|3|Sales Executive|2|6349|0|Y|13|3|4|80|10|6|0|3|5|1|4
30|No|Rarely|Human Resources|90|3|Human Resources|1|184|3|Male|3|Human Resources|4|6347|0|Y|19|3|4|80||12|2|1|11|4|7
37|No|Rarely|Research & Development|50|2|Medical|1|460|4|Male|3|Manufacturing Director|4|6347|7|Y|16|3|3|80|20|8|2|2|6|0|4
50|No|Non-Travel|Sales|10|3|Life Sciences|1|1040|4|Female|3|Sales Executive|3|6347|0|Y|12|3|1|80||19|3|3|18|0|13
37|No|Rarely|Sales|160|4|Marketing|1|868|4|Male|2|Sales Executive|3|6334|4|Y|19|3|4|80|20|9|2|3|1|0|0
40|No|Frequently|Research & Development|110|3|Technical Degree|1|1985|4|Female|3|Laboratory Technician|3|6323|1|Y|11|3|1|80||10|2|4|10|9|4
32|No|Rarely|Research & Development||4|Life Sciences|1|679|1|Female|3|Research Scientist|4|6322|1|Y|12|3|4|80|10|6|2|2|6|0|5
56|No|Non-Travel|Research & Development|10|4|Life Sciences|1|2026|3|Male|3|Healthcare Representative|3|6306|1|Y|21|4|1|80||13|2|2|13|1|9
29|No|Frequently|Research & Development|10|3|Life Sciences|1|1753|4|Male|4|Healthcare Representative|3|6294|8|Y|12|3|4|80||10|5|4|3|0|2
38|No|Frequently|Research & Development|120|3|Life Sciences|1|837|1|Male|2|Healthcare Representative|1|6288|2|Y|15|3|3|80||13|3|2|4|1|2
34|No|Rarely|Sales|20|3|Other|1|786|4|Male|3|Sales Executive|4|6274|1|Y|22|4|3|80||6|5|3|6|1|4
26|No|Rarely|Sales|280|2|Marketing|1|641|1|Male|3|Sales Executive|2|6272|1|Y|20|4|4|80|20|6|5|4|5|1|4
42|No|Non-Travel|Human Resources|20|5|Medical|1|1231|4|Male|4|Human Resources|1|6272|7|Y|16|3|1|80|||3|4|4|0|3
38|No|Rarely|Research & Development|290|3|Technical Degree|1|273|4|Male|3|Manufacturing Director|4|6261|3|Y|18|3|1|80||9|3|1|7|1|7
42|No|Rarely|Sales|140|2|Medical|1|936|3|Female|2|Sales Executive|3|6244|7|Y|17|3|1|80||10|6|3|5|0|3
25|No|Rarely|Sales|180|1|Life Sciences|1|1399|1|Male|4|Sales Executive|3|6232|2|Y|11|3|2|80|0||3|2|3|1|2
41|No|Non-Travel|Sales|100|2|Life Sciences|1|599|4|Male|3|Sales Executive|4|6230|7|Y|14|3|4|80|0|16|3|3|14|1|10
32|No|Rarely|Research & Development|10|3|Life Sciences|1|96|2|Male|3|Research Scientist|2|6220|1|Y|17|3|2|80||10|3|3|10|0|9
27|No|Rarely|Sales|80|4|Marketing|1|458|2|Female|3|Sales Executive|2|6214|1|Y|18|3|1|80||8|3|3|8|0|7
32|No|Rarely|Sales|80|3|Medical|1|1304|3|Male|4|Sales Executive|4|6209|1|Y|15|3|3|80|20|10|4|4|10|0|8
36|No|Rarely|Sales|10|2|Life Sciences|1|857|2|Male|3|Sales Executive|4|6201|1|Y|14|3|4|80||18|1|2|18|4|11
25|No|Rarely|Sales|260|1|Medical|1|781|3|Female|3|Sales Executive|4|6180|1|Y|23|4|2|80|0|6|5|2|6|1|4
31|Yes|Rarely|Research & Development|220|4|Medical|1|1389|4|Male|3|Manufacturing Director|3|6179|1|Y|15|3|4|80||10|3|2|10|6|7
31|Yes|Rarely|Sales|60|4|Life Sciences|1|163|2|Male|1|Sales Executive|3|6172|4|Y|18|3|2|80||12|3|2|7|7|7
32|No|Rarely|Research & Development||3|Medical|1|78|1|Male|3|Manufacturing Director|4|6162|1|Y|22|4|2|80|10|9|3|3|9|7|8
32|No|Rarely|Research & Development|40|3|Life Sciences|1|830|3|Female|2|Manufacturing Director|3|6162|1|Y|12|3|3|80|10|14|3|3|14|6|8
41|No|Non-Travel|Sales|100|2|Medical|1|1329|3|Male|1|Sales Executive|2|6151|1|Y|13|3|1|80||19|4|3|19|11|9
33|No|Non-Travel|Sales|220|2|Marketing|1|160|3|Male|3|Sales Executive|2|6146|0|Y|13|3|1|80|10|8|2|4|7|0|7
34|No|Rarely|Research & Development|80|2|Medical|1|757|2|Female|3|Healthcare Representative|3|6142|3|Y|11|3|4|80|0|10|2|3|5|4|3
35|No|Rarely|Research & Development|100|4|Medical|1|1587|1|Female|3|Healthcare Representative|3|6142|3|Y|16|3|3|80|||4|3|5|0|4
27|No|Rarely|Research & Development|40|3|Life Sciences|1|2064|2|Male|4|Manufacturing Director|2|6142|1|Y|20|4|2|80|10|6|0|3|6|0|3
36|Yes|Rarely|Sales|130|5|Marketing|1|1733|2|Male|2|Sales Executive|1|6134|5|Y|13|3|2|80||16|3|3|2|2|2
51|No|Rarely|Research & Development|70|4|Medical|1|211|2|Male|2|Manufacturing Director|3|6132|2|Y|17|3|3|80||10|2|3|1|0|0
34|No|Rarely|Sales|150|2|Medical|1|1356|3|Female|3|Sales Executive|1|6125|1|Y|12|3|4|80||10|6|4|10|9|6
39|No|Rarely|Sales|210|4|Life Sciences|1|1390|1|Male|2|Sales Executive|4|6120|3|Y|12|3|4|80||8|2|4|5|1|4
30|No|Rarely|Sales|50|3|Marketing|1|456|4|Female|2|Sales Executive|3|6118|1|Y|13|3|3|80||10|2|3|10|1|2
30|No|Rarely|Research & Development|20|3|Life Sciences|1|548|3|Female|1|Manufacturing Director|4|6091|2|Y|20|4|3|80||11|2|3|5|0|2
38|No|Frequently|Human Resources|100|4|Human Resources|1|1563|3|Male|3|Human Resources|3|6077|3|Y|11|3|3|80||10|2|3|6|1|2
34|Yes|Frequently|Research & Development|70|3|Life Sciences|1|147|1|Male|1|Laboratory Technician|3|6074|1|Y|24|4|4|80||9|3|3|9|0|6
42|No|Rarely|Research & Development|10|2|Life Sciences|1|827|4|Female|2|Manufacturing Director|4|6062|9|Y|13|3|4|80||8|4|3|4|0|2
41|No|Rarely|Research & Development|60|3|Medical|1|466|4|Male|2|Manufacturing Director|2|6032|6|Y|15|3|4|80||8|3|3|5|1|2
34|No|Rarely|Sales|30|2|Life Sciences|1|1779|4|Female|1|Sales Executive|4|6029|5|Y|12|3|1|80||6|3|3|2|2|2
41|Yes|Rarely|Sales|10|2|Life Sciences|1|1|2|Female|3|Sales Executive|4|5993|8|Y|11|3|1|80||8|0|1|6|0|5
37|No|Rarely|Research & Development|10|4|Life Sciences|1|77|1|Male|2|Manufacturing Director|3|5993|1|Y|18|3|3|80||7|2|4|7|0|7
44|No|Rarely|Human Resources|10|4|Life Sciences|1|665|1|Female|2|Human Resources|3|5985|4|Y|11|4|2|80||10|1|4|2|0|2
38|No|Frequently|Research & Development|20|4|Life Sciences|1|803|1|Female|4|Manufacturing Director|1|5980|6|Y|12|3|4|80||17|2|3|15|4|12
37|No|Rarely|Research & Development|60|3|Medical|1|474|3|Male|4|Research Scientist|1|5974|4|Y|13|3|1|80||13|2|3|7|6|7
33|No|Frequently|Research & Development|70|2|Life Sciences|1|1970|4|Male|3|Healthcare Representative|3|5968|1|Y|20|4|3|80||9|2|3|9|2|8
34|No|Rarely|Research & Development|20|4|Life Sciences|1|339|4|Male|2|Manufacturing Director|1|5957|6|Y|13|2|2|80||13|3|3|11|5|9
54|No|Rarely|Sales|30|3|Marketing|1|303|4|Female|3|Sales Executive|1|5940|2|Y|14|3|4|80||16|4|3|6|0|5
|No|Rarely|Research & Development|40|3|Medical|1|852|4|Male|3|Healthcare Representative|2|5933|9|Y|12|3|4|80||10|2|2|5|2|3
35|Yes|Rarely|Research & Development|230|2|Life Sciences|1|261|2|Male|2|Manufacturing Director|3|5916|3|Y|13|3|1|80||8|1|3|1|0|1
31|No|Rarely|Research & Development|70|4|Life Sciences|1|76|4|Male|3|Laboratory Technician|4|5915|3|Y|22|4|4|80||10|3|2|7|1|7
36|No|Rarely|Research & Development|50|2|Life Sciences|1|304|4|Male|3|Laboratory Technician|2|5914|8|Y|16|3|4|80||16|3|4|13|3|7
45|No|Rarely|Research & Development||2|Life Sciences|1|1888|2|Female|2|Manufacturing Director|4|5906|0|Y|13|3|4|80||10|2|2|9|3|8
