,idade,desligado,viagens,departamento,distancia_de_casa,nivel_educacional,campo_da_educacao,id_do_empregado,satisfacao_com_ambiente,genero,envolvimento_com_o_trabalho,cargo,satisfacao_com_trabalho,renda_mensal,numero_de_companhias_que_trabalhou,percentual_de_aumento_salarial,desempenho,satisfacao_com_relacionamento,anos_de_trabalho,treinamentos_no_ultimo_ano,equilibrio_vida_trabalho,anos_na_empresa,anos_desde_a_ultima_promocao,anos_com_atual_gestor,target
463,50.0,yes,Frequently,Sales,10.0,4,Life Sciences,2044,2,Male,3,Sales Executive,3,6728.0,7,12,3,4,12.0,3,3,6,0,1,1
464,32.0,no,Rarely,Research & Development,146.66666666666666,4,Medical,966,3,Female,3,Manufacturing Director,1,6725.0,1,12,3,3,10.0,2,4,8,6,3,0
465,34.0,no,Rarely,Sales,170.0,3,Marketing,2035,4,Female,2,Sales Executive,3,6712.0,1,21,4,4,8.0,2,3,8,1,7,0
466,30.0,yes,Frequently,Sales,260.0,4,Marketing,299,3,Female,2,Sales Executive,1,6696.0,5,15,3,3,9.0,5,2,6,0,1,1
467,37.0,no,Rarely,Sales,100.0,4,Life Sciences,1105,4,Female,2,Sales Executive,4,6694.0,2,14,3,3,8.0,5,3,1,0,0,0
468,34.0,no,Rarely,Research & Development,20.0,4,Technical Degree,1383,3,Female,3,Healthcare Representative,4,6687.0,1,11,3,4,14.0,2,4,14,4,11,0
469,28.0,no,Non-Travel,Research & Development,10.0,3,Life Sciences,1315,3,Female,1,Laboratory Technician,4,6674.0,0,11,3,1,10.0,6,3,9,7,5,0
470,38.0,yes,Rarely,Research & Development,290.0,1,Medical,282,2,Male,3,Healthcare Representative,1,6673.0,7,19,3,2,17.0,2,3,1,0,0,1
471,32.0,no,Non-Travel,Research & Development,150.0,4,Medical,1955,3,Female,3,Healthcare Representative,4,6667.0,5,18,3,2,9.333333333333334,6,3,5,1,2,0
472,36.0,no,Non-Travel,Sales,10.0,5,Medical,479,4,Female,3,Sales Executive,4,6653.0,4,15,3,2,7.0,6,3,1,0,0,0
473,36.0,no,Rarely,Sales,110.0,4,Marketing,2045,2,Female,2,Sales Executive,4,6652.0,4,13,3,1,8.0,2,2,6,0,0,0
474,49.0,no,Rarely,Research & Development,50.0,4,Technical Degree,1473,1,Male,3,Healthcare Representative,3,6651.0,2,14,3,2,20.0,0,2,3,1,2,0
475,35.0,no,Rarely,Research & Development,60.0,4,Life Sciences,691,2,Male,1,Research Scientist,4,6646.0,1,13,3,2,17.0,3,3,17,11,8,0
476,29.0,no,Rarely,Sales,20.0,3,Medical,366,1,Male,2,Sales Executive,2,6644.0,2,19,3,2,10.0,2,3,0,0,0,0
477,45.0,no,Rarely,Sales,20.0,2,Technical Degree,783,2,Male,1,Sales Representative,3,6632.0,0,13,3,1,9.0,3,3,8,3,1,0
478,29.0,no,Rarely,Research & Development,70.0,3,Life Sciences,1260,3,Male,3,Healthcare Representative,4,6623.0,1,11,3,2,6.0,2,3,6,1,0,0
479,36.0,no,Rarely,Research & Development,140.0,1,Life Sciences,924,3,Male,3,Healthcare Representative,4,6586.0,0,17,3,1,17.0,2,2,16,4,11,0
480,31.0,no,Rarely,Sales,100.0,2,Medical,1912,3,Female,3,Sales Executive,4,6583.0,2,11,3,4,8.0,2,3,5,1,4,0
481,31.0,no,Rarely,Sales,20.0,1,Life Sciences,604,2,Male,3,Sales Executive,4,6582.0,4,13,3,3,10.0,2,4,6,0,5,0
482,30.0,no,Rarely,Sales,100.0,3,Marketing,1179,3,Male,2,Sales Executive,3,6578.0,1,18,3,1,10.0,3,3,10,1,4,0
483,30.0,no,Rarely,Sales,120.0,3,Technical Degree,533,2,Female,3,Sales Executive,3,6577.0,0,11,3,2,6.0,6,3,5,4,4,0
484,49.0,no,Rarely,Research & Development,200.0,4,Medical,170,3,Female,3,Manufacturing Director,1,6567.0,1,14,3,3,16.0,2,2,15,5,11,0
485,38.0,no,Rarely,Research & Development,20.0,4,Life Sciences,271,4,Male,3,Manufacturing Director,3,6553.0,9,14,3,2,14.0,3,3,1,0,0,0
486,28.0,no,Rarely,Research & Development,290.0,1,Life Sciences,1514,3,Male,1,Manufacturing Director,2,6549.0,1,14,3,2,16.333333333333332,2,2,8,1,7,0
487,42.0,no,Rarely,Research & Development,173.33333333333334,2,Life Sciences,347,4,Female,4,Research Scientist,1,6545.0,3,13,3,3,15.333333333333334,1,3,3,0,2,0
488,35.0,no,Rarely,Research & Development,90.0,4,Life Sciences,496,3,Male,2,Healthcare Representative,2,6540.0,9,19,3,3,10.0,5,3,1,0,0,0
489,34.0,no,Non-Travel,Sales,40.0,4,Marketing,523,3,Female,3,Sales Executive,3,6538.0,9,15,3,1,6.0,3,3,3,1,2,0
490,32.0,no,Frequently,Sales,50.0,2,Life Sciences,889,2,Male,3,Sales Executive,2,6524.0,1,14,3,4,10.0,3,3,10,5,3,0
491,40.0,no,Rarely,Research & Development,80.0,2,Life Sciences,1724,2,Female,3,Manufacturing Director,1,6516.0,2,16,3,2,18.0,3,3,1,0,0,0
492,40.0,no,Rarely,Research & Development,10.0,3,Life Sciences,1822,3,Female,3,Healthcare Representative,4,6513.0,4,17,3,4,12.0,3,3,5,0,3,0
493,37.0,no,Rarely,Sales,60.0,4,Medical,378,3,Male,3,Sales Executive,4,6502.0,4,14,3,2,7.0,5,4,5,0,1,0
494,34.0,no,Rarely,Sales,80.0,2,Life Sciences,808,3,Female,3,Sales Executive,1,6500.0,5,17,3,2,6.0,1,3,3,1,2,0
495,27.0,no,Rarely,Sales,20.0,2,Medical,1898,1,Female,4,Sales Executive,3,6500.0,0,14,3,2,9.0,5,2,8,0,7,0
496,36.0,no,Frequently,Research & Development,110.0,3,Life Sciences,85,2,Male,2,Manufacturing Director,2,6499.0,1,13,3,3,6.0,3,3,6,0,3,0
497,37.0,no,Rarely,Research & Development,10.0,3,Life Sciences,1196,4,Female,2,Manufacturing Director,4,6474.0,1,13,3,2,14.0,2,2,14,3,11,0
498,39.0,no,Non-Travel,Research & Development,10.0,3,Life Sciences,1737,4,Male,3,Laboratory Technician,4,6472.0,1,15,4,4,9.0,2,3,9,5,8,0
499,44.0,no,Rarely,Research & Development,56.666666666666664,4,Other,40,4,Male,3,Healthcare Representative,4,6465.0,2,13,3,4,9.0,5,4,4,1,3,0
500,37.0,no,Rarely,Research & Development,10.0,4,Life Sciences,635,2,Female,3,Manufacturing Director,2,6447.0,6,12,3,2,8.0,2,2,6,4,3,0
501,48.0,no,Rarely,Sales,160.0,4,Life Sciences,1557,3,Female,3,Sales Executive,3,6439.0,8,14,3,3,18.0,2,3,8,7,7,0
502,45.0,no,Frequently,Research & Development,70.0,4,Life Sciences,341,1,Male,4,Manufacturing Director,3,6434.0,4,17,3,4,9.0,1,3,3,0,2,0
503,41.0,no,Non-Travel,Human Resources,40.0,3,Human Resources,1722,3,Male,1,Human Resources,2,6430.0,6,19,3,2,8.666666666666666,4,3,3,1,2,0
504,31.0,no,Rarely,Human Resources,20.0,3,Human Resources,424,1,Male,2,Human Resources,1,6410.0,3,12,3,4,9.0,1,3,2,1,0,0
505,26.0,no,Frequently,Research & Development,10.0,3,Life Sciences,384,3,Female,3,Manufacturing Director,2,6397.0,1,20,4,1,6.0,6,1,6,1,4,0
506,47.0,yes,Frequently,Sales,270.0,2,Life Sciences,785,2,Female,4,Sales Executive,3,6397.0,4,12,3,4,14.333333333333334,2,3,5,1,3,1
507,33.0,no,Rarely,Sales,80.0,4,Life Sciences,1560,1,Male,3,Sales Executive,1,6392.0,2,13,3,4,8.0,6,1,2,2,2,0
508,39.0,no,Rarely,Human Resources,30.0,3,Human Resources,760,3,Female,4,Human Resources,2,6389.0,9,15,3,3,12.0,3,1,8,3,6,0
509,33.0,no,Rarely,Research & Development,80.0,5,Life Sciences,1515,4,Male,3,Healthcare Representative,3,6388.0,2,17,3,1,14.0,6,3,0,0,0,0
510,55.0,no,Frequently,Research & Development,180.0,4,Medical,1034,3,Male,3,Healthcare Representative,2,6385.0,3,14,3,4,17.0,3,3,8,6,7,0
511,29.0,no,Rarely,Research & Development,290.0,1,Life Sciences,1859,4,Male,1,Healthcare Representative,3,6384.0,8,17,3,4,11.0,3,3,7,1,6,0
512,40.0,yes,Rarely,Sales,220.0,2,Marketing,492,3,Male,2,Sales Executive,3,6380.0,2,12,3,1,8.0,6,3,6,1,0,1
513,40.0,no,Rarely,Research & Development,20.0,1,Medical,1375,2,Female,4,Healthcare Representative,3,6377.0,5,20,4,2,15.0,0,3,12,11,8,0
514,27.0,no,Non-Travel,Sales,10.0,1,Marketing,449,3,Male,3,Sales Executive,2,6349.0,0,13,3,4,6.0,0,3,5,1,4,0
515,30.0,no,Rarely,Human Resources,90.0,3,Human Resources,184,3,Male,3,Human Resources,4,6347.0,0,19,3,4,12.0,2,1,11,4,7,0
516,37.0,no,Rarely,Research & Development,50.0,2,Medical,460,4,Male,3,Manufacturing Director,4,6347.0,7,16,3,3,8.0,2,2,6,0,4,0
517,50.0,no,Non-Travel,Sales,10.0,3,Life Sciences,1040,4,Female,3,Sales Executive,3,6347.0,0,12,3,1,19.0,3,3,18,0,13,0
518,37.0,no,Rarely,Sales,160.0,4,Marketing,868,4,Male,2,Sales Executive,3,6334.0,4,19,3,4,9.0,2,3,1,0,0,0
519,40.0,no,Frequently,Research & Development,110.0,3,Technical Degree,1985,4,Female,3,Laboratory Technician,3,6323.0,1,11,3,1,10.0,2,4,10,9,4,0
520,32.0,no,Rarely,Research & Development,140.0,4,Life Sciences,679,1,Female,3,Research Scientist,4,6322.0,1,12,3,4,6.0,2,2,6,0,5,0
521,56.0,no,Non-Travel,Research & Development,10.0,4,Life Sciences,2026,3,Male,3,Healthcare Representative,3,6306.0,1,21,4,1,13.0,2,2,13,1,9,0
522,29.0,no,Frequently,Research & Development,10.0,3,Life Sciences,1753,4,Male,4,Healthcare Representative,3,6294.0,8,12,3,4,10.0,5,4,3,0,2,0
523,38.0,no,Frequently,Research & Development,120.0,3,Life Sciences,837,1,Male,2,Healthcare Representative,1,6288.0,2,15,3,3,13.0,3,2,4,1,2,0
524,34.0,no,Rarely,Sales,20.0,3,Other,786,4,Male,3,Sales Executive,4,6274.0,1,22,4,3,6.0,5,3,6,1,4,0
525,26.0,no,Rarely,Sales,280.0,2,Marketing,641,1,Male,3,Sales Executive,2,6272.0,1,20,4,4,6.0,5,4,5,1,4,0
526,42.0,no,Non-Travel,Human Resources,20.0,5,Medical,1231,4,Male,4,Human Resources,1,6272.0,7,16,3,1,9.666666666666666,3,4,4,0,3,0
527,38.0,no,Rarely,Research & Development,290.0,3,Technical Degree,273,4,Male,3,Manufacturing Director,4,6261.0,3,18,3,1,9.0,3,1,7,1,7,0
528,42.0,no,Rarely,Sales,140.0,2,Medical,936,3,Female,2,Sales Executive,3,6244.0,7,17,3,1,10.0,6,3,5,0,3,0
529,25.0,no,Rarely,Sales,180.0,1,Life Sciences,1399,1,Male,4,Sales Executive,3,6232.0,2,11,3,2,10.666666666666666,3,2,3,1,2,0
530,41.0,no,Non-Travel,Sales,100.0,2,Life Sciences,599,4,Male,3,Sales Executive,4,6230.0,7,14,3,4,16.0,3,3,14,1,10,0
531,32.0,no,Rarely,Research & Development,10.0,3,Life Sciences,96,2,Male,3,Research Scientist,2,6220.0,1,17,3,2,10.0,3,3,10,0,9,0
532,27.0,no,Rarely,Sales,80.0,4,Marketing,458,2,Female,3,Sales Executive,2,6214.0,1,18,3,1,8.0,3,3,8,0,7,0
533,32.0,no,Rarely,Sales,80.0,3,Medical,1304,3,Male,4,Sales Executive,4,6209.0,1,15,3,3,10.0,4,4,10,0,8,0
534,36.0,no,Rarely,Sales,10.0,2,Life Sciences,857,2,Male,3,Sales Executive,4,6201.0,1,14,3,4,18.0,1,2,18,4,11,0
535,25.0,no,Rarely,Sales,260.0,1,Medical,781,3,Female,3,Sales Executive,4,6180.0,1,23,4,2,6.0,5,2,6,1,4,0
536,31.0,yes,Rarely,Research & Development,220.0,4,Medical,1389,4,Male,3,Manufacturing Director,3,6179.0,1,15,3,4,10.0,3,2,10,6,7,1
537,31.0,yes,Rarely,Sales,60.0,4,Life Sciences,163,2,Male,1,Sales Executive,3,6172.0,4,18,3,2,12.0,3,2,7,7,7,1
538,32.0,no,Rarely,Research & Development,83.33333333333333,3,Medical,78,1,Male,3,Manufacturing Director,4,6162.0,1,22,4,2,9.0,3,3,9,7,8,0
539,32.0,no,Rarely,Research & Development,40.0,3,Life Sciences,830,3,Female,2,Manufacturing Director,3,6162.0,1,12,3,3,14.0,3,3,14,6,8,0
540,41.0,no,Non-Travel,Sales,100.0,2,Medical,1329,3,Male,1,Sales Executive,2,6151.0,1,13,3,1,19.0,4,3,19,11,9,0
541,33.0,no,Non-Travel,Sales,220.0,2,Marketing,160,3,Male,3,Sales Executive,2,6146.0,0,13,3,1,8.0,2,4,7,0,7,0
542,34.0,no,Rarely,Research & Development,80.0,2,Medical,757,2,Female,3,Healthcare Representative,3,6142.0,3,11,3,4,10.0,2,3,5,4,3,0
543,35.0,no,Rarely,Research & Development,100.0,4,Medical,1587,1,Female,3,Healthcare Representative,3,6142.0,3,16,3,3,12.666666666666666,4,3,5,0,4,0
544,27.0,no,Rarely,Research & Development,40.0,3,Life Sciences,2064,2,Male,4,Manufacturing Director,2,6142.0,1,20,4,2,6.0,0,3,6,0,3,0
545,36.0,yes,Rarely,Sales,130.0,5,Marketing,1733,2,Male,2,Sales Executive,1,6134.0,5,13,3,2,16.0,3,3,2,2,2,1
546,51.0,no,Rarely,Research & Development,70.0,4,Medical,211,2,Male,2,Manufacturing Director,3,6132.0,2,17,3,3,10.0,2,3,1,0,0,0
547,34.0,no,Rarely,Sales,150.0,2,Medical,1356,3,Female,3,Sales Executive,1,6125.0,1,12,3,4,10.0,6,4,10,9,6,0
548,39.0,no,Rarely,Sales,210.0,4,Life Sciences,1390,1,Male,2,Sales Executive,4,6120.0,3,12,3,4,8.0,2,4,5,1,4,0
549,30.0,no,Rarely,Sales,50.0,3,Marketing,456,4,Female,2,Sales Executive,3,6118.0,1,13,3,3,10.0,2,3,10,1,2,0
550,30.0,no,Rarely,Research & Development,20.0,3,Life Sciences,548,3,Female,1,Manufacturing Director,4,6091.0,2,20,4,3,11.0,2,3,5,0,2,0
551,38.0,no,Frequently,Human Resources,100.0,4,Human Resources,1563,3,Male,3,Human Resources,3,6077.0,3,11,3,3,10.0,2,3,6,1,2,0
552,34.0,yes,Frequently,Research & Development,70.0,3,Life Sciences,147,1,Male,1,Laboratory Technician,3,6074.0,1,24,4,4,9.0,3,3,9,0,6,1
553,42.0,no,Rarely,Research & Development,10.0,2,Life Sciences,827,4,Female,2,Manufacturing Director,4,6062.0,9,13,3,4,8.0,4,3,4,0,2,0
554,41.0,no,Rarely,Research & Development,60.0,3,Medical,466,4,Male,2,Manufacturing Director,2,6032.0,6,15,3,4,8.0,3,3,5,1,2,0
555,34.0,no,Rarely,Sales,30.0,2,Life Sciences,1779,4,Female,1,Sales Executive,4,6029.0,5,12,3,1,6.0,3,3,2,2,2,0
556,41.0,yes,Rarely,Sales,10.0,2,Life Sciences,1,2,Female,3,Sales Executive,4,5993.0,8,11,3,1,8.0,0,1,6,0,5,1
557,37.0,no,Rarely,Research & Development,10.0,4,Life Sciences,77,1,Male,2,Manufacturing Director,3,5993.0,1,18,3,3,7.0,2,4,7,0,7,0
558,44.0,no,Rarely,Human Resources,10.0,4,Life Sciences,665,1,Female,2,Human Resources,3,5985.0,4,11,4,2,10.0,1,4,2,0,2,0
559,38.0,no,Frequently,Research & Development,20.0,4,Life Sciences,803,1,Female,4,Manufacturing Director,1,5980.0,6,12,3,4,17.0,2,3,15,4,12,0
560,37.0,no,Rarely,Research & Development,60.0,3,Medical,474,3,Male,4,Research Scientist,1,5974.0,4,13,3,1,13.0,2,3,7,6,7,0
561,33.0,no,Frequently,Research & Development,70.0,2,Life Sciences,1970,4,Male,3,Healthcare Representative,3,5968.0,1,20,4,3,9.0,2,3,9,2,8,0
562,34.0,no,Rarely,Research & Development,20.0,4,Life Sciences,339,4,Male,2,Manufacturing Director,1,5957.0,6,13,2,2,13.0,3,3,11,5,9,0
563,54.0,no,Rarely,Sales,30.0,3,Marketing,303,4,Female,3,Sales Executive,1,5940.0,2,14,3,4,16.0,4,3,6,0,5,0
564,41.333333333333336,no,Rarely,Research & Development,40.0,3,Medical,852,4,Male,3,Healthcare Representative,2,5933.0,9,12,3,4,10.0,2,2,5,2,3,0
565,35.0,yes,Rarely,Research & Development,230.0,2,Life Sciences,261,2,Male,2,Manufacturing Director,3,5916.0,3,13,3,1,8.0,1,3,1,0,1,1
566,31.0,no,Rarely,Research & Development,70.0,4,Life Sciences,76,4,Male,3,Laboratory Technician,4,5915.0,3,22,4,4,10.0,3,2,7,1,7,0
567,36.0,no,Rarely,Research & Development,50.0,2,Life Sciences,304,4,Male,3,Laboratory Technician,2,5914.0,8,16,3,4,16.0,3,4,13,3,7,0
568,45.0,no,Rarely,Research & Development,80.0,2,Life Sciences,1888,2,Female,2,Manufacturing Director,4,5906.0,0,13,3,4,10.0,2,2,9,3,8,0
569,39.0,no,Rarely,Sales,40.0,4,Life Sciences,182,4,Female,2,Sales Executive,3,5902.0,4,14,3,3,17.0,1,4,15,5,9,0
570,32.0,no,Rarely,Research & Development,50.0,2,Life Sciences,1555,4,Female,2,Research Scientist,2,5878.0,3,12,3,1,12.0,2,3,7,2,5,0
571,29.0,no,Rarely,Sales,100.0,3,Medical,1650,3,Male,2,Sales Executive,3,5869.0,9,11,3,3,8.0,2,3,5,1,4,0
572,31.0,no,Rarely,Research & Development,120.0,3,Medical,961,4,Female,3,Healthcare Representative,4,5855.0,0,11,3,3,10.0,2,1,9,8,5,0
573,26.0,yes,Rarely,Sales,40.0,4,Marketing,401,4,Male,2,Sales Executive,4,5828.0,1,12,2,2,8.0,0,3,8,7,4,1
574,35.0,yes,Rarely,Sales,270.0,3,Life Sciences,1797,3,Male,3,Sales Executive,4,5813.0,1,18,2,4,10.0,2,3,10,7,7,1
575,38.0,no,Rarely,Research & Development,180.0,3,Medical,1766,2,Male,1,Healthcare Representative,4,5811.0,3,16,3,3,15.0,2,3,1,1,0,0
576,36.0,no,Rarely,Research & Development,40.0,4,Life Sciences,1435,1,Male,2,Laboratory Technician,4,5810.0,1,16,3,3,10.0,2,2,10,1,8,0
577,30.0,no,Rarely,Research & Development,280.0,2,Medical,441,4,Female,3,Research Scientist,4,5775.0,1,13,3,4,11.0,2,3,10,1,9,0
578,46.0,no,Frequently,Sales,50.0,4,Marketing,62,1,Male,3,Sales Executive,4,5772.0,4,21,4,3,14.0,4,3,9,0,8,0
579,45.0,no,Rarely,Research & Development,20.0,2,Other,1635,4,Female,2,Manufacturing Director,4,5770.0,1,19,3,1,10.0,3,3,10,3,9,0
580,27.0,no,Rarely,Sales,100.0,3,Marketing,1403,4,Female,2,Sales Executive,4,5769.0,1,11,3,4,6.0,3,3,6,4,4,0
581,45.0,no,Rarely,Research & Development,50.0,5,Medical,1611,3,Female,1,Laboratory Technician,1,5769.0,1,14,3,1,10.0,3,3,10,1,4,0
582,37.0,no,Rarely,Research & Development,190.0,3,Life Sciences,1631,3,Male,3,Manufacturing Director,3,5768.0,3,17,3,1,9.0,2,2,4,0,2,0
583,29.0,yes,Frequently,Sales,130.0,3,Technical Degree,1487,1,Female,3,Sales Executive,2,5765.0,5,11,3,1,7.0,4,1,5,0,0,1
584,35.0,no,Non-Travel,Research & Development,20.0,2,Medical,1804,2,Male,3,Manufacturing Director,4,5762.0,2,14,3,3,15.0,6,3,7,1,7,0
585,34.0,no,Frequently,Research & Development,220.0,4,Other,1932,3,Male,2,Research Scientist,4,5747.0,1,15,3,2,16.0,3,3,15,6,11,0
586,38.0,no,Rarely,Research & Development,230.0,4,Life Sciences,393,4,Male,3,Healthcare Representative,4,5745.0,9,14,3,2,10.0,2,3,2,1,2,0
587,25.0,yes,Rarely,Sales,50.0,3,Marketing,142,3,Male,2,Sales Executive,3,5744.0,1,11,3,4,6.0,1,3,6,0,3,1
588,44.0,no,Frequently,Human Resources,10.0,5,Human Resources,1642,1,Male,3,Human Resources,4,5743.0,4,11,3,3,14.0,3,3,10,0,2,0
589,39.0,no,Non-Travel,Sales,210.0,4,Life Sciences,1929,1,Female,1,Sales Executive,3,5736.0,6,19,3,3,10.0,1,3,3,1,2,0
590,37.0,no,Rarely,Research & Development,250.0,2,Medical,1161,3,Female,2,Healthcare Representative,4,5731.0,7,13,3,3,9.0,2,3,6,1,3,0
591,40.0,no,Rarely,Sales,20.0,2,Marketing,516,4,Female,3,Sales Executive,2,5715.0,7,12,3,3,8.0,5,3,5,1,3,0
592,34.0,no,Rarely,Sales,90.0,1,Life Sciences,1163,2,Female,3,Sales Executive,3,5714.0,1,20,4,1,6.0,3,2,6,1,3,0
593,35.0,no,Frequently,Research & Development,86.66666666666667,4,Life Sciences,2049,3,Male,3,Healthcare Representative,3,5689.0,1,14,3,4,10.0,2,4,10,0,2,0
594,43.0,no,Frequently,Research & Development,90.0,5,Medical,663,4,Male,3,Laboratory Technician,3,5679.0,3,13,3,2,10.0,3,3,8,4,7,0
595,40.0,no,Rarely,Sales,20.0,2,Marketing,1986,2,Female,3,Sales Executive,2,5677.0,3,14,3,3,15.0,4,3,11,5,10,0
596,43.0,no,Frequently,Sales,20.0,4,Life Sciences,1849,1,Male,3,Sales Executive,4,5675.0,1,20,4,3,7.0,5,3,7,7,7,0
597,36.0,no,Non-Travel,Research & Development,240.0,4,Life Sciences,419,2,Female,3,Laboratory Technician,2,5674.0,7,15,3,3,11.0,3,3,9,0,8,0
598,36.0,no,Rarely,Sales,100.0,4,Technical Degree,1880,2,Female,2,Sales Executive,3,5673.0,1,13,3,1,10.0,4,3,10,1,7,0
599,38.0,no,Non-Travel,Sales,100.0,3,Technical Degree,983,3,Female,3,Sales Executive,4,5666.0,1,13,4,2,6.0,1,3,5,1,3,0
600,28.0,no,Rarely,Research & Development,160.0,2,Medical,412,2,Male,4,Healthcare Representative,1,5661.0,0,19,3,3,9.0,2,3,8,0,7,0
601,58.0,no,Non-Travel,Research & Development,10.0,4,Life Sciences,422,4,Male,1,Healthcare Representative,3,5660.0,2,13,3,4,12.0,2,3,5,1,2,0
602,36.0,no,Rarely,Sales,160.0,4,Marketing,1436,3,Female,2,Sales Executive,1,5647.0,4,13,3,1,11.0,3,2,3,0,2,0
603,31.0,yes,Frequently,Sales,260.0,4,Marketing,1967,1,Male,3,Sales Executive,4,5617.0,1,11,3,3,10.0,4,3,10,0,8,1
604,40.0,no,Frequently,Research & Development,260.0,3,Medical,202,2,Female,3,Research Scientist,2,5605.0,1,11,3,1,20.0,2,3,20,2,13,0
605,38.0,no,Rarely,Sales,70.0,2,Medical,382,1,Female,4,Sales Executive,1,5605.0,1,24,4,3,8.0,3,3,8,7,7,0
606,45.0,no,Non-Travel,Sales,90.0,4,Life Sciences,1117,2,Female,2,Sales Executive,3,5593.0,1,13,3,4,15.0,2,3,15,4,12,0
607,31.0,no,Rarely,Research & Development,230.0,3,Medical,367,2,Male,2,Healthcare Representative,4,5582.0,0,21,4,2,10.0,2,3,9,7,8,0
608,52.0,no,Rarely,Research & Development,60.0,2,Technical Degree,630,4,Male,3,Research Scientist,1,5577.0,3,12,3,2,18.0,3,3,10,6,9,0
609,43.0,no,Frequently,Research & Development,10.0,3,Life Sciences,902,4,Female,3,Healthcare Representative,4,5562.0,4,13,3,2,12.0,2,2,5,2,2,0
610,36.0,no,Frequently,Research & Development,60.0,4,Life Sciences,1594,1,Male,4,Laboratory Technician,1,5562.0,3,13,3,4,9.0,3,3,3,0,2,0
611,46.0,no,Rarely,Research & Development,130.0,4,Life Sciences,1727,3,Male,3,Healthcare Representative,2,5562.0,6,14,3,4,19.0,3,3,10,0,9,0
612,29.0,no,Rarely,Sales,30.0,2,Medical,690,2,Female,3,Sales Executive,3,5561.0,1,14,3,1,6.0,5,2,6,1,2,0
613,35.0,no,Rarely,Sales,180.0,4,Medical,1945,2,Male,3,Sales Executive,1,5561.0,0,16,3,4,6.0,2,1,5,0,4,0
614,42.0,no,Rarely,Research & Development,130.0,3,Medical,1803,2,Male,4,Healthcare Representative,1,5538.0,5,18,3,3,10.0,2,2,0,0,0,0
615,36.0,no,Rarely,Sales,170.0,2,Marketing,1908,3,Male,2,Sales Executive,2,5507.0,2,16,3,3,12.0,1,1,4,1,3,0
616,33.0,no,Rarely,Sales,20.0,4,Medical,1670,4,Male,3,Sales Executive,4,5505.0,1,14,3,3,6.0,5,3,6,0,4,0
617,33.0,no,Frequently,Research & Development,10.0,4,Other,998,3,Female,4,Healthcare Representative,2,5488.0,1,13,3,1,6.0,2,3,6,1,2,0
618,33.0,no,Rarely,Sales,100.0,4,Marketing,1924,2,Male,3,Sales Executive,3,5487.0,1,14,3,2,10.0,2,2,10,0,9,0
619,48.0,no,Rarely,Sales,70.0,3,Marketing,1466,3,Male,3,Sales Executive,1,5486.0,4,11,3,1,15.0,3,3,2,2,2,0
620,54.0,no,Rarely,Research & Development,190.0,4,Medical,799,4,Female,3,Manufacturing Director,1,5485.0,9,11,3,2,9.0,4,3,5,1,4,0
621,32.0,no,Rarely,Sales,70.0,3,Life Sciences,420,4,Male,2,Sales Executive,3,5484.0,1,14,3,3,13.0,3,2,13,4,8,0
622,34.0,no,Rarely,Research & Development,10.0,4,Life Sciences,1580,2,Male,3,Research Scientist,4,5484.0,9,17,3,2,9.0,3,2,2,2,1,0
623,51.0,no,Rarely,Research & Development,20.0,3,Medical,408,4,Male,1,Manufacturing Director,2,5482.0,5,18,3,4,13.0,3,3,4,1,2,0
624,31.0,no,Rarely,Sales,50.0,4,Life Sciences,1673,1,Female,3,Sales Executive,4,5476.0,1,11,3,1,10.0,2,3,10,0,2,0
625,59.0,no,Frequently,Sales,10.0,1,Life Sciences,91,1,Female,2,Sales Executive,3,5473.0,7,11,3,4,20.0,2,2,4,1,3,0
626,40.0,no,Rarely,Sales,90.0,2,Medical,1548,1,Male,3,Sales Executive,1,5473.0,0,12,3,4,9.0,5,4,8,7,1,0
627,26.0,no,Rarely,Research & Development,20.0,2,Medical,1018,4,Male,4,Manufacturing Director,4,5472.0,1,12,3,2,8.0,2,3,8,1,3,0
628,32.0,no,Rarely,Research & Development,20.0,3,Medical,1671,4,Male,3,Research Scientist,2,5470.0,0,13,3,3,10.0,4,2,9,1,6,0
629,31.0,no,Rarely,Sales,290.0,4,Marketing,1784,1,Female,2,Sales Executive,4,5468.0,1,14,3,1,13.0,3,3,12,5,7,0
630,41.0,no,Frequently,Research & Development,220.0,3,Life Sciences,1392,4,Female,3,Research Scientist,4,5467.0,3,14,3,1,12.0,4,2,6,3,3,0
631,47.0,no,Non-Travel,Research & Development,140.0,4,Technical Degree,1934,3,Male,3,Research Scientist,2,5467.0,8,18,3,3,16.0,4,4,8,1,7,0
632,31.0,no,Rarely,Sales,60.0,4,Medical,653,1,Male,4,Sales Executive,4,5460.0,4,22,4,4,13.0,4,4,7,5,7,0
633,44.0,no,Rarely,Sales,10.0,5,Marketing,68,2,Female,3,Sales Executive,1,5454.0,5,21,4,3,9.0,2,2,4,1,3,0
634,51.0,no,Rarely,Sales,103.33333333333333,4,Marketing,120,3,Male,3,Sales Executive,4,5441.0,0,22,4,4,11.0,2,1,10,1,0,0
635,35.0,yes,Rarely,Sales,150.0,2,Medical,1645,1,Male,1,Sales Executive,4,5440.0,6,14,3,4,7.0,2,2,2,2,2,1
636,34.0,no,Rarely,Research & Development,30.0,3,Life Sciences,1658,4,Female,3,Research Scientist,2,5433.0,1,12,3,3,11.0,2,3,11,7,9,0
